CODEASSU,AGE,VILLE,PROFESSION,PRIMTOTALE
4210,36,31,29,51742
4386,43,20,23,40434
3098,35,15,27,19999
4442,29,16,23,91871
3975,30,22,8,17384
4692,69,26,16,169637
2837,36,7,0,132441
3637,35,24,8,454227
3589,64,29,26,1105882
4453,56,25,17,21482
2515,32,10,3,34454
4632,45,24,15,92000
4904,63,21,9,61088
3092,27,30,19,91871
2716,68,10,27,91871
4172,48,28,12,155513
3338,42,7,32,49767
3585,38,18,31,36500
4989,62,12,12,20073
3186,63,8,29,22269
2547,42,10,15,17000
3974,64,2,21,112794
4973,62,21,23,34774
4141,55,4,24,16450
3219,33,10,15,151838
4111,41,12,1,23271
4433,46,31,21,25417
3374,61,22,32,21482
2975,35,17,12,17384
4268,51,21,2,45000
3017,39,8,9,80646
4401,45,28,2,151677
4891,45,22,3,21482
4132,39,1,2,73500
2851,39,18,31,90000
3489,56,15,23,26638
4415,35,24,23,111829
3155,64,4,2,278069
4184,67,1,27,130686
4930,43,20,12,140000
3357,41,10,0,28427
3587,35,0,26,23000
2981,30,31,6,53663
2519,60,13,12,89448
3710,59,30,22,20073
2930,34,5,4,136589
2863,34,10,27,85560
2591,45,20,1,32282
3781,34,16,0,17500
2751,28,1,8,80504
3038,66,0,26,129681
2948,50,15,5,67334
7547,36,10,5,101854
5382,61,1,16,23649
8321,48,21,19,86552
4984,25,2,5,20538
3993,70,1,29,16104
8003,28,19,0,12795
4740,53,11,26,201444
4686,69,12,18,102868
4038,26,9,13,68651
6059,57,30,25,102868
4924,28,25,23,131534
5441,31,13,32,91871
6822,25,21,27,75503
4042,53,27,19,80646
6948,46,13,27,94411
3716,53,5,26,87615
7712,59,21,8,91871
7035,57,24,18,131000
5959,58,18,0,1022916
6626,68,20,30,21482
6285,26,11,18,16104
7519,51,22,14,59909
5327,67,7,2,84034
6145,60,19,16,30000
7637,49,24,20,20778
5589,62,20,17,91871
6635,37,9,8,91871
6593,26,9,17,34902
8430,62,4,20,23649
8112,35,26,1,89448
6533,27,2,8,89590
7614,50,13,32,35003
5908,43,8,32,83744
8213,58,15,12,94429
6160,34,8,21,67334
5749,28,15,0,117000
6283,46,13,16,20778
7876,34,19,24,23777
6133,38,1,15,23649
7658,37,25,4,137040
7109,39,25,8,76420
5928,36,8,23,112794
5240,55,21,8,23649
8465,56,8,3,116369
8467,46,12,32,73631
6918,54,31,10,23271
8131,58,12,24,116000
7357,29,13,17,89590
8168,56,26,7,124934
5025,35,20,23,906325
6071,27,27,29,89888
5131,69,30,17,62178
6664,28,17,0,77478
5850,52,14,30,115773
6463,61,31,15,66559
6445,58,7,30,68161
5621,58,26,14,83931
8290,36,31,21,320000
5137,54,16,4,126178
7020,49,7,25,115000
6922,57,18,4,23271
8439,48,28,4,77361
6971,31,25,3,130674
5215,46,4,9,91871
8460,43,20,32,20000
8463,53,6,16,210783
8215,26,10,8,73184
7505,59,3,20,131135
6950,49,11,17,62178
5522,49,18,5,60005
8273,30,29,27,21862
7152,66,0,21,87615
8076,46,0,11,18000
6803,41,3,5,28930
5612,61,29,0,156061
6589,55,25,8,49250
6257,67,15,8,240005
5727,25,12,24,16700
6033,39,19,26,26638
6238,47,16,25,34687
5437,36,6,19,84036
5984,55,22,0,84036
5337,40,24,0,91871
6306,49,14,13,152649
6698,34,6,26,119919
6300,69,4,9,84746
7502,33,22,8,139005
7491,27,5,14,112244
5561,68,28,21,767557
7479,44,6,4,23271
5949,25,22,16,62000
6447,45,27,22,21496
5347,49,31,27,66029
6843,59,21,29,15143
7643,25,23,32,131565
5055,53,20,0,34969
5417,67,29,6,110008
5865,54,31,14,88609
8479,59,22,30,29089
7305,34,24,32,115000
7612,32,24,4,104000
6845,64,1,3,87671
6095,59,18,0,228634
7165,31,19,8,89590
6986,45,27,17,310989
7578,54,26,32,141228
5490,27,7,10,115773
6406,46,31,17,148350
5595,59,23,17,60353
5821,63,1,23,16700
5822,52,9,23,14000
5823,34,22,12,29855
7519,51,22,14,100007
5557,30,25,23,17768
7520,32,17,31,24374
7014,57,5,16,89590
7136,37,15,16,105549
7521,55,28,18,29685
8012,70,3,25,89590
8434,27,8,8,30000
5696,55,11,17,113090
6031,64,13,25,27234
6403,59,17,16,77478
7651,29,8,1,109254
7178,64,30,27,64141
7652,37,9,16,69719
5424,56,28,15,120276
8418,69,1,20,99714
7768,54,20,12,288450
7897,51,20,9,132090
5635,34,22,4,18000
7002,43,23,19,55586
6663,65,18,0,120000
6851,61,2,23,16700
7214,47,8,20,47044
6928,47,13,16,130000
6230,26,26,23,84036
5336,53,16,30,12795
6852,69,3,16,25028
6198,57,31,8,133000
5556,29,1,21,98982
5431,34,5,13,1798770
7119,68,24,8,144301
7663,63,31,29,21907
6791,53,6,8,17232
6798,44,1,4,91871
5128,40,2,3,18000
5131,69,30,17,80504
5132,45,0,3,109126
6931,52,25,26,176445
5770,25,4,16,26624
5841,67,25,11,17980
7084,53,0,31,80000
6375,58,16,14,189350
7345,38,20,16,169935
5135,54,6,0,20387
5843,40,0,4,44947
5197,53,18,16,51251
5299,34,20,28,46000
7649,38,22,20,29685
5301,42,1,31,47800
5138,28,23,4,-59392
5641,44,2,1,21482
5305,46,29,4,24245
6206,51,7,1,0
6517,38,17,26,0
5210,45,23,15,23867
5214,41,12,1,112499
5826,69,12,2,23596
5574,57,12,8,36046
5511,34,19,0,142858
7906,40,11,7,75643
6034,63,25,0,22585
6672,61,30,12,886176
5979,65,31,23,149667
7908,38,30,8,127273
5445,56,16,8,24245
5514,38,5,27,20669
5982,48,13,24,24374
5914,35,17,9,39405
6658,70,24,15,23778
5984,55,22,0,20000
7914,46,24,8,15143
5588,48,3,13,20778
7921,37,7,15,41729
7922,31,10,8,26638
5992,54,31,31,51907
6180,36,28,8,46074
8412,62,1,14,42124
5758,56,4,2,18000
6182,64,18,4,-39777
5473,57,28,8,75503
7575,60,18,11,92125
6117,34,10,32,85221
6118,56,29,3,36000
8300,34,1,14,55000
6318,36,23,3,98196
6801,34,29,23,542965
6138,70,12,27,98999
6323,29,6,12,15143
6325,28,21,32,16317
5719,60,20,25,221233
5720,38,2,0,36310
5431,34,5,13,130604
7485,30,0,8,66005
5859,33,24,15,75503
6461,50,9,4,124542
7861,34,24,27,86000
5915,63,25,21,16104
5999,49,24,0,152791
6162,66,11,26,27234
6163,55,29,1,95000
6165,62,1,11,104446
6164,27,14,22,32091
6467,66,0,19,276567
6001,34,21,15,80729
6002,48,1,21,543760
6282,32,1,4,147282
5870,45,29,0,94520
6421,40,7,21,75002
6422,31,5,31,972073
5153,41,5,13,24374
6241,61,8,4,123762
7802,66,5,7,42561
5873,49,3,27,96174
8320,48,26,14,127565
6242,53,7,0,16450
6009,33,1,13,60000
5941,34,17,22,85000
6880,29,18,32,212061
5392,40,24,23,120049
7532,48,26,18,103850
8392,43,18,17,95000
5523,55,27,8,276567
5393,33,22,9,22499
6949,52,4,13,111903
5818,58,1,21,67930
6888,29,25,21,165000
7929,52,11,15,62771
6079,50,20,13,15143
6469,37,1,12,86420
5880,44,0,16,124424
5285,70,19,27,75000
7773,68,1,28,18000
8348,39,25,12,65146
6081,61,22,1,84374
5175,54,17,0,60001
6549,54,16,11,25001
7746,33,7,3,16317
6433,67,19,7,85364
8170,40,21,13,91871
7199,39,1,1,52000
7641,56,6,16,23778
6616,35,30,30,89500
6890,26,11,15,560490
7820,44,16,32,113021
7819,61,16,8,82967
7931,54,28,28,60354
7402,69,22,11,304823
6221,35,15,13,16317
5082,51,4,12,81437
5460,67,27,2,154021
5021,54,25,10,154021
5122,53,24,31,4961426
7288,49,9,12,176445
7289,70,8,27,176445
7553,66,20,26,86000
8017,38,20,27,113354
5407,27,3,11,15143
5414,68,5,29,21482
7292,70,18,10,134734
7293,68,29,15,132035
7294,38,10,5,132035
7080,64,29,12,84632
5044,58,13,10,112794
5045,29,18,17,163283
6559,34,28,15,25000
6354,68,31,18,89298
6355,42,6,5,116369
5157,25,2,23,27792
5160,26,29,8,131110
5158,67,5,8,82050
5161,47,12,32,192395
5162,37,8,21,253995
5163,66,26,25,507761
5164,58,27,17,43236
5165,27,0,11,100007
5166,66,26,17,116369
6365,40,3,9,38170
5172,48,29,3,19791
5238,59,0,26,164131
6703,61,1,23,100000
6706,25,21,17,29335
6360,51,1,10,113092
5542,57,14,32,1315824
5546,65,1,14,67930
5675,52,23,8,93000
5335,57,10,9,21000
5684,43,24,23,120000
6841,63,23,18,320000
6967,31,9,14,22077
5478,33,10,32,22078
6970,70,17,22,90000
6971,31,25,3,3237032
6972,28,14,16,124903
5620,51,18,32,71160
5626,55,13,6,17768
5623,42,4,26,23867
7092,52,15,23,83515
7114,60,21,15,130001
6033,39,19,26,21480
6099,45,6,15,41574
6510,30,18,12,1035900
6518,38,17,29,120731
7418,65,23,19,52900
8122,37,18,23,169842
8161,45,13,17,23867
8169,61,1,9,67493
8170,40,21,13,168547
7997,30,8,23,206403
8015,52,9,16,22525
8029,26,2,4,86000
8132,39,2,16,60597
8218,26,23,2,17768
8127,32,24,23,86204
8094,42,27,16,108709
8256,29,3,9,131886
8084,54,5,0,24519
8303,63,7,2,131205
8051,69,7,17,115773
8111,63,13,18,24000
8053,69,8,13,112794
8054,66,30,25,15143
6364,30,28,16,120000
1379,50,6,8,40005
1230,40,7,9,26339
1526,49,6,15,112495
2253,28,9,15,16018
1985,32,11,23,38895
1877,57,2,32,375346
1983,39,14,28,25421
2405,39,31,18,15000
1708,62,7,8,29558
2335,34,21,24,75042
2136,40,3,1,25421
1690,42,2,19,20479
1262,51,2,16,831905
1653,30,11,16,98000
2031,66,14,22,21183
1169,47,19,0,31000
1768,30,27,31,75042
1217,28,20,12,136870
2276,62,9,15,19854
1616,40,7,18,112650
1644,27,7,6,83794
1826,52,27,0,25217
1576,64,18,20,1034727
1959,26,8,17,65000
2073,66,12,16,63549
1077,32,28,0,21183
1547,61,30,21,59200
1952,66,12,21,17384
1309,45,9,17,127571
1538,28,1,17,19493
1808,34,20,2,177476
1788,45,21,19,80532
1756,45,30,32,-27369
1612,61,12,17,159596
2003,68,14,9,85000
2401,55,29,3,12496
1356,67,27,14,83960
2453,26,15,29,28790
1068,70,5,0,91572
1233,35,10,0,21886
1910,66,14,6,159325
1969,32,31,4,69888
1394,54,8,8,19493
1925,47,10,11,21183
1936,36,7,16,89590
2224,36,9,7,147831
1867,30,18,0,21482
2024,34,1,26,169093
1034,47,18,21,255957
1636,28,18,8,404758
1825,28,19,22,12496
1014,60,10,12,21860
2001,68,14,14,81979
1455,64,2,27,21482
1428,37,26,22,21482
1622,52,1,2,67334
1089,51,27,23,22078
1005,70,23,27,164611
1374,52,20,32,21860
1309,45,9,17,163283
1655,34,5,8,143151
1420,61,1,6,53601
1204,55,30,10,26339
1205,30,7,19,43228
1066,36,2,15,50398
1067,59,8,15,156847
1679,66,25,12,19774
1240,38,4,22,107279
1523,41,3,26,75503
1522,70,20,23,149779
1567,25,13,13,20778
1228,41,19,11,81242
1493,43,31,13,44287
1116,68,16,27,27234
1666,27,3,8,148784
1070,59,22,14,75523
1229,50,4,15,16850
1076,54,1,23,37998
1382,32,8,23,110588
1301,70,8,0,18859
1077,32,28,0,176445
1361,44,31,21,19493
1247,41,0,20,24000
1347,70,3,5,21860
1418,55,29,27,17814
1129,34,0,27,21860
1529,67,27,17,38387
1530,38,20,0,67334
1132,62,1,15,89143
1133,47,27,21,17814
1010,34,16,32,27000
1573,45,7,22,93444
1365,57,8,11,91871
1401,54,19,4,88999
1645,65,18,22,75075
1720,58,29,4,89590
1579,67,5,13,80646
1510,53,8,13,99145
1461,53,7,22,27234
1482,70,24,23,115397
1789,30,28,15,40030
1825,28,19,22,26735
1923,28,28,3,521677
1890,60,25,23,104440
1894,68,2,17,78321
1793,35,10,25,55586
1935,64,16,9,91871
1863,34,17,27,65010
1864,66,23,8,26339
1937,61,31,1,104511
1805,60,24,17,16104
1767,66,31,12,90000
1871,50,29,4,23778
1774,29,17,32,76278
1954,38,16,16,34008
1958,34,19,22,17814
1852,68,15,17,92125
1997,60,1,8,73807
3689,38,19,0,70589
4479,50,10,22,17768
4291,70,3,12,100578
4804,34,30,9,96951
4315,42,26,29,336142
4305,26,5,8,23649
2687,38,29,23,104097
4335,31,24,15,122424
3496,37,18,15,2702943
3636,34,22,12,89590
4834,61,3,26,21987
2837,36,7,0,267548
3843,68,23,2,23271
4806,47,25,8,25000
3097,47,30,30,13969
3810,45,25,4,84036
4975,68,13,23,60088
4609,54,8,23,425774
3777,61,31,28,33000
4762,68,10,10,167500
2551,35,1,18,71873
2817,66,26,13,90000
3699,43,26,15,87827
3159,65,22,4,21984733
4871,59,12,17,47865
2718,50,6,0,177636
4196,42,14,14,89590
4155,38,18,12,16317
4083,61,2,7,20073
3320,30,14,22,17000
3997,61,13,18,62396
4233,65,25,4,25002
3697,58,29,23,26638
4120,60,27,4,180727
4093,49,10,4,16000
4320,64,24,12,112794
4492,47,29,16,58812
4994,59,30,0,115773
3241,25,3,32,20000
3854,62,1,6,23649
3963,26,30,9,82058
4267,31,8,8,141582
3486,52,25,27,23649
4719,47,31,18,41965
4944,61,3,0,18000
3111,65,7,17,32501
2574,42,24,0,33508
3534,55,1,31,26638
2587,59,25,17,33487
4371,61,19,14,114580
4001,27,11,21,78883
2582,44,1,25,81983
4882,52,7,27,112519
2543,36,17,23,27000
3947,68,10,23,16317
3680,62,23,4,53177
2649,39,28,2,73035
4530,35,1,17,-77763
3068,54,29,9,25000
2916,61,10,3,95791
2595,50,11,32,23271
2724,31,18,32,47645
4359,30,25,21,17384
4022,27,25,12,33000
3053,52,24,8,21482
3336,55,1,21,65000
2617,53,5,0,105549
4313,31,19,32,66500
2827,43,18,14,2985856
3195,25,11,12,275971
3242,52,10,23,131069
3327,50,21,32,131248
2785,27,21,22,67139
3185,49,31,28,30324
2946,41,1,25,89448
3275,40,8,6,85000
3673,35,16,16,98335
3277,63,4,32,32469
4294,65,12,16,17500
4319,58,15,13,41965
4673,63,1,21,100000
4905,60,30,26,86422
2904,57,25,24,105080
2708,32,4,0,12795
2562,51,11,0,57958
2529,35,3,4,32665
2586,61,1,17,86891
2528,52,8,26,116500
3023,54,26,29,69377
3690,61,1,15,89000
4207,40,27,15,80459
3313,42,12,7,28739
3739,66,20,32,36500
2636,47,25,9,109751
3103,53,27,25,70000
3218,70,31,16,21482
4261,38,20,27,19713
2689,48,22,23,81979
3037,47,16,1,375079
3640,43,0,2,81983
4857,39,4,31,49011
3641,33,16,10,117000
3533,66,10,15,139070
4518,33,7,23,2032647
2879,40,7,7,92125
3024,61,17,23,24076
3355,56,3,17,123932
3571,56,23,0,115147
3958,35,24,3,48809
3516,49,15,21,15000
3634,62,20,20,33709
3191,59,6,12,440340
4739,65,15,7,90840
4478,27,7,17,273462
3960,25,3,14,21482
2746,51,4,0,91598
2912,40,1,18,89584
3562,39,16,22,74308
3509,65,15,23,105000
3031,39,8,13,86478
2726,33,10,15,28739
2744,67,19,27,86478
3961,36,16,6,502344
4370,62,4,16,143101
2654,40,29,30,91871
3456,29,2,9,161500
3735,54,3,12,76278
3162,40,9,3,122495
4306,34,26,8,23649
4162,30,8,31,65446
4094,36,17,22,32663
4435,36,4,0,57958
3847,62,14,23,14000
4441,62,26,6,276154
3135,50,9,17,86422
3721,47,29,21,81979
4309,64,2,7,29089
4248,66,8,22,24817
3362,61,28,17,23053
4340,30,14,25,15143
2587,59,25,17,259801
3441,26,4,8,420000
3011,32,4,0,8097608
3021,57,28,12,35006
4396,47,8,19,129380
4682,51,29,26,128812
2698,70,13,8,37998
3543,34,1,8,33487
3720,63,31,22,138281
4663,60,11,14,25720
3980,65,18,1,77882
4377,38,26,30,89590
2859,52,13,0,21482
4444,39,4,12,333222
3542,67,17,27,48000
4481,50,20,17,94956
2991,25,28,0,15143
4148,67,1,8,62178
4140,44,9,27,129249
4698,39,14,23,112244
3926,42,21,32,23271
4009,50,27,9,58868
4239,48,24,15,23649
3361,57,13,14,17500
3360,40,15,13,250000
4903,53,2,23,136526
2677,70,16,19,21482
4278,43,16,22,75503
4926,35,31,4,20000
3385,47,9,23,34500
2699,53,28,23,22500
3488,62,31,9,145238
4582,52,23,11,105549
5089,52,15,4,95422
3676,49,15,8,89007
4643,64,1,8,19000
3107,66,17,32,29089
4779,48,9,23,64330
4820,37,20,16,341424
4154,45,9,32,456926
4489,30,4,23,12795
4503,46,14,15,13969
2867,50,13,27,22000
2897,38,14,4,318270
4644,57,12,0,20778
2860,43,12,21,100000
2569,67,28,28,85000
4166,30,11,8,21860
4301,64,26,4,108658
3500,70,25,22,21482
3526,37,20,15,24676
2505,53,25,16,12795
5662,54,1,26,23269
8340,60,30,21,85467
3402,47,28,0,180000
6481,27,14,8,52277
5827,67,21,0,13969
6342,56,4,15,84036
8052,59,14,6,15143
5737,70,20,1,42979
6899,53,27,15,370715
6904,42,10,25,75000
6867,60,11,16,31432
7565,44,24,28,89590
6911,54,15,13,89584
6502,39,10,11,95422
7459,57,8,8,109903
5849,32,2,17,21482
8386,48,25,23,97710
7094,41,5,16,33487
8333,49,24,12,24432
8144,39,5,1,27196
8251,56,10,21,90000
5416,25,14,23,92739
6963,60,14,10,181115
6738,68,18,30,84034
6183,35,31,8,50158
7210,38,27,21,88914
7098,51,20,4,107569
5922,27,1,23,80000
5590,68,3,16,86500
8146,59,1,25,20000
7370,62,1,0,30000
5088,35,1,21,89448
8469,63,23,12,115597
5388,62,9,6,30453
5394,68,14,4,-111811
5913,65,23,0,22638
5214,41,12,1,160000
7766,38,1,8,76400
5859,33,24,15,28464
7702,59,13,15,69377
6993,70,23,16,17980
7791,28,31,17,89998
5424,56,28,15,50220
6493,60,18,0,64141
7704,61,7,0,103850
8378,29,9,9,26638
7937,25,0,17,236077
5334,28,0,28,17500
7844,30,5,24,20073
5486,36,25,21,105549
5834,65,26,11,123481
5786,54,28,1,71294
6668,65,3,9,14000
6269,36,18,31,18000
5521,43,16,23,86000
5500,27,21,12,320000
6858,52,17,20,144534
5225,29,12,15,160000
8051,69,7,17,30000
7878,68,2,0,134670
8233,31,6,8,35169
6192,37,25,30,162624
8125,29,24,12,129928
5635,34,22,4,111512
7821,69,9,4,190664
8432,69,19,1,113092
6070,55,7,8,88852
7453,33,21,22,87613
7528,42,1,25,15143
7671,28,14,0,90000
7925,28,1,4,313651
6681,55,6,28,84034
8448,46,22,15,115773
7367,42,8,16,121188
5679,64,28,27,277845
6765,44,6,4,32000
7364,50,28,27,113390
5274,48,30,25,81242
5554,63,27,15,15143
5555,68,5,27,18001
7642,31,12,0,-10953
6845,64,1,3,42124
5486,36,25,21,139898
5487,51,23,23,141532
5491,33,20,29,17152
7181,66,9,26,83340
7047,30,0,1,90044
5494,42,11,31,67000
5495,39,21,32,84093
5284,40,29,1,135265
6748,47,28,8,614405
5928,36,8,23,155000
6401,40,14,8,115000
7905,32,10,1,33487
7541,52,19,16,15143
5750,55,28,15,275000
6994,59,25,14,27830
7962,67,1,19,20073
7963,43,17,25,124542
6722,28,5,16,-44398
6727,36,14,32,16000
5184,27,15,4,62803
5211,29,6,4,20778
5966,68,3,15,218500
7054,55,1,16,24833
7055,47,14,0,20073
7766,38,1,8,26316
7647,35,20,7,92467
6450,25,17,6,74023
7894,51,15,13,16434
5562,36,22,2,69377
6659,51,8,20,1
8404,37,8,16,20778
8389,47,5,22,85000
5631,26,16,26,102505
5637,25,8,4,69377
5514,38,5,27,127565
5772,60,29,1,90000
5709,26,30,25,23778
6284,52,18,9,80504
6738,68,18,30,-144000
8487,56,10,0,23000
5220,58,11,22,121188
8411,31,9,4,1960000
5765,29,24,4,243010
7286,57,26,23,813391
7311,51,4,26,89205
6674,32,6,0,18000
8494,59,13,4,210120
5123,25,31,11,21482
5124,59,0,8,85364
6860,36,8,27,84036
6861,53,3,8,18000
5060,30,1,0,65377
5062,36,18,20,17768
5064,28,1,22,25000
7724,52,22,20,99889
6678,70,30,17,24245
5302,31,21,27,30400
5303,49,11,0,23867
6412,44,23,15,89590
6941,59,17,0,224601
8205,31,3,26,37000
5374,62,4,30,45023
5575,35,24,29,75503
7478,48,8,30,106145
6942,32,16,0,178095
7327,58,19,0,83763
7776,48,1,0,67334
5515,35,28,32,76500
6330,43,31,20,49295
6331,48,17,15,15143
7480,44,2,8,29023
6045,60,21,27,644409
6048,67,27,17,73631
5983,54,16,4,-72704
7851,41,16,26,16450
6276,28,12,13,30983
5226,47,6,8,100000
5586,53,3,23,90000
7607,32,22,4,77577
5591,62,5,11,21000
7973,40,7,23,150182
7928,52,8,19,80521
6088,43,7,15,17768
5659,36,8,19,17980
6112,31,31,8,39500
5470,67,14,19,1330000
6295,60,29,20,144448
6124,52,3,5,24374
6297,40,6,29,15150
6298,40,9,2,12795
6300,69,4,9,75355
6301,32,2,12,17768
6058,69,8,5,16317
6059,57,30,25,115993
6060,63,16,32,25000
6065,28,20,17,66000
6066,47,28,9,115000
6069,69,15,4,84783
7437,25,16,2,614364
5081,47,16,12,36906
6541,61,12,17,68598
6028,55,4,11,85000
5787,31,13,12,117500
5788,34,25,27,80000
5861,42,9,2,101765
5863,68,8,15,86478
5319,55,7,9,313652
5724,67,1,29,117500
5380,38,22,16,18364
6413,38,29,12,113390
5000,39,18,18,66000
5729,65,25,12,19790
6426,62,18,13,16450
6427,25,13,27,17500
7796,26,21,9,86000
5144,33,4,9,39000
5632,51,11,21,103850
7613,31,22,21,125000
5248,52,28,32,22000
7512,49,9,4,114850
7361,66,13,10,80646
6174,44,14,15,37287
5382,61,1,16,22269
5261,46,19,31,92519
5458,58,29,23,69973
5662,54,1,26,23000
6882,36,6,1,147516
6881,63,18,8,56000
7626,59,11,3,109254
6884,37,28,20,107000
6478,30,18,0,30000
5522,49,18,5,85993
7350,42,15,23,130000
5613,31,16,10,81242
5816,25,14,6,87074
7489,66,23,12,15143
7494,35,13,31,87018
5616,29,31,19,18000
6209,37,12,23,38000
6078,65,20,32,83847
5947,39,7,12,42124
5665,42,13,28,15500
6889,37,22,14,92125
5530,54,2,21,104077
5531,34,18,15,129977
6342,56,4,15,24288
5694,25,13,8,23867
7935,41,29,9,22674
6344,66,10,24,5098
6345,44,24,3,84592
6548,32,3,3,116369
5371,31,11,32,17768
7742,55,23,9,17980
6347,50,17,16,18000
6393,61,21,18,83000
7871,33,29,1,24374
6570,52,20,26,85000
5435,42,20,7,67303
6109,67,13,17,77478
6577,41,18,23,17000
6951,39,25,9,22078
7752,68,13,22,14000
7019,70,14,23,84632
6168,63,26,16,84036
6464,51,31,29,114793
6352,36,23,30,105549
6665,28,4,4,102031
6450,25,17,6,81437
7872,48,31,12,23867
6256,49,7,7,54197
8103,48,17,1,49056
7287,36,26,12,37000
6961,57,15,28,22633
5013,68,16,32,100596
7112,70,29,25,17814
5024,38,28,4,71986
5930,35,25,17,113665
7082,62,31,22,78670
7148,43,31,22,124542
7149,62,13,16,17980
5887,34,13,8,16000
5039,52,27,14,16450
5040,37,26,8,42720
7032,59,29,29,67334
5098,39,17,1,44000
7682,58,16,16,42720
5102,31,23,8,27401
6694,55,27,28,86769
6695,34,2,10,38000
7561,66,7,12,38000
5107,68,23,16,163153
6483,67,25,23,104446
6357,45,24,26,134263
7042,32,6,3,29335
7688,49,5,12,197442
7687,36,1,32,225095
7685,31,1,13,89500
6484,29,12,8,36642
6709,57,0,8,17814
6835,25,24,12,16317
5547,27,14,10,96044
6952,66,24,14,106000
7363,56,14,18,870396
6907,66,30,14,161897
5745,55,7,12,24374
7107,39,10,22,83523
8092,30,14,23,130337
6023,49,2,27,18000
6029,34,15,23,22078
6499,50,19,21,74307
6107,52,18,2,104077
6619,59,29,4,87074
8365,62,18,17,15143
6649,48,30,17,24245
8002,57,7,27,112425
8222,40,18,17,69507
8262,37,30,8,20778
8292,26,4,21,81242
8025,32,9,20,51907
8100,26,30,26,82579
8102,40,23,4,25000
8235,39,4,25,82967
8143,43,15,12,90000
8231,29,2,20,218282
8288,33,11,32,24817
7999,35,4,26,106000
2050,27,25,0,26339
1896,45,22,0,63261
1890,60,25,23,93692
1622,52,1,2,52934
1833,26,18,12,36500
2190,43,17,32,58513
2249,39,8,16,86966
1502,51,22,26,69078
1789,30,28,15,21780
1810,38,29,0,66260
1734,37,23,12,49921
2331,44,19,16,17239
1021,31,10,27,2105543
1393,58,11,15,69078
1626,44,11,12,13670
1419,63,27,15,79250
1885,62,10,5,102569
1646,26,1,12,22972
1805,60,24,17,24730
1091,52,0,10,13670
1096,43,9,13,115773
1094,31,25,1,17384
1313,32,23,11,17814
1341,48,30,32,22078
1103,40,8,4,23778
1208,35,19,21,112794
1209,51,26,30,33709
1210,29,1,17,21860
1211,41,26,14,58000
1359,48,13,21,16104
1381,25,28,23,80301
1644,27,7,6,23877
1054,66,23,22,3048754
1415,65,24,23,12795
1321,52,25,31,35548
1322,60,4,24,75643
1248,36,28,30,71294
1656,28,3,7,-66588
1363,29,13,7,110289
1712,32,11,18,13475255
1480,44,22,18,32282
1446,30,26,10,67493
1608,39,26,22,195834
1808,34,20,2,15143
1809,70,24,12,105549
1983,39,14,28,15027
1872,60,22,13,104538
1777,27,2,8,16000
1948,46,21,9,41729
2256,56,24,8,48587
1671,59,17,8,77958
1019,62,25,26,54296
1161,60,31,9,65042
1537,39,1,32,61369
1402,54,13,4,105664
2303,46,19,12,25217
1498,61,7,24,36386
2014,60,10,16,515000
1298,65,10,12,16018
1212,59,28,16,80347
1442,53,11,10,37998
1204,55,30,10,63779
2377,42,1,12,480625
2057,56,6,23,160000
2427,67,14,16,48400
1971,27,2,22,81437
2094,67,23,0,141077
1140,35,13,23,50010
1027,49,1,14,86123
1989,36,21,15,21780
2463,53,30,6,19774
1041,47,5,14,73000
2300,47,5,2,135780
1676,44,19,23,12496
2375,38,17,4,75204
1420,61,1,6,116242
1504,51,17,2,15000
1131,62,18,14,62007
1157,70,4,29,22159
2007,48,14,24,31009
2083,47,28,12,89195
2492,36,11,15,69078
2429,45,4,26,118961
2378,64,14,4,85168
2101,69,1,17,26339
1757,69,7,21,131235
1927,57,28,23,93095
1977,40,6,17,156459
1884,36,6,22,90845
2345,38,25,4,65777
2210,57,27,8,17500
1569,26,28,27,382602
1699,48,1,6,90364
1243,49,2,8,23307
1437,40,29,27,9576251
1458,64,26,17,20190
1438,54,29,3,102868
1412,39,2,26,17768
1046,47,16,26,34119
1179,54,8,0,147169
1180,31,17,13,94758
1501,58,4,1,28427
1047,33,30,22,44248
1358,54,17,5,15143
1185,50,26,31,27300
1187,37,13,14,27000
1423,48,12,17,4340125
1424,47,13,3,90000
1053,30,1,26,18926209
1052,41,6,26,18000
1432,35,20,8,21860
1003,68,30,4,382858
1457,34,15,0,85325
1460,64,17,14,70000
2131,45,1,12,117500
1588,26,16,16,25421
1496,54,17,28,21860
1391,35,22,0,17384
1078,54,7,7,176445
1261,58,11,14,15143
1535,70,18,23,16700
1509,54,9,7,12795
1029,69,13,32,89590
1351,44,30,23,159000
1353,62,5,31,30395
1355,68,23,9,17384
1821,69,1,27,81840
